14, 9, 0.01818181818181818, 0.016666666666666666, 2, 7, 8, 1, 5, 6, 0, 3, 4, 5, 4, 8, 0, 7, 1, 6, 3, 2
15, 9, 0.01818181818181818, 0.016666666666666666, 2, 7, 8, 1, 5, 6, 0, 3, 4, 4, 5, 3, 2, 8, 1, 0, 7, 6
16, 9, 0.01818181818181818, 0.016666666666666666, 2, 7, 8, 1, 5, 6, 0, 3, 4, 4, 5, 3, 2, 8, 1, 0, 7, 6
17, 9, 0.01818181818181818, 0.015384615384615385, 2, 7, 8, 1, 5, 6, 0, 3, 4, 5, 6, 7, 0, 1, 3, 2, 8, 4
18, 9, 0.01818181818181818, 0.01818181818181818, 2, 7, 8, 1, 5, 6, 0, 3, 4, 5, 3, 6, 1, 7, 0, 2, 8, 4
19, 9, 0.01818181818181818, 0.018867924528301886, 5, 3, 6, 1, 7, 0, 2, 8, 4, 4, 3, 5, 2, 6, 0, 7, 1, 8
20, 9, 0.018867924528301886, 0.018518518518518517, 4, 3, 5, 2, 6, 0, 7, 1, 8, 5, 4, 3, 6, 2, 8, 0, 1, 7
21, 9, 0.018867924528301886, 0.017543859649122806, 4, 3, 5, 2, 6, 0, 7, 1, 8, 1, 3, 4, 0, 2, 8, 7, 6, 5
22, 9, 0.018867924528301886, 0.018518518518518517, 4, 3, 5, 2, 6, 0, 7, 1, 8, 5, 4, 3, 6, 2, 8, 0, 1, 7
23, 9, 0.018867924528301886, 0.02, 4, 3, 5, 2, 6, 0, 7, 1, 8, 5, 3, 2, 6, 4, 7, 1, 8, 0
24, 9, 0.02, 0.025, 5, 3, 2, 6, 4, 7, 1, 8, 0, 5, 3, 1, 8, 6, 7, 4, 0, 2
25, 9, 0.025, 0.023255813953488372, 5, 3, 1, 8, 6, 7, 4, 0, 2, 8, 0, 3, 7, 6, 1, 2, 5, 4
26, 9, 0.025, 0.03125, 5, 3, 1, 8, 6, 7, 4, 0, 2, 5, 8, 3, 1, 6, 4, 2, 7, 0
27, 9, 0.03125, 0.03571428571428571, 5, 8, 3, 1, 6, 4, 2, 7, 0, 8, 3, 5, 2, 6, 4, 1, 0, 7
28, 9, 0.03571428571428571, 0.05, 8, 3, 5, 2, 6, 4, 1, 0, 7, 8, 3, 5, 6, 0, 4, 1, 2, 7
29, 9, 0.05, 0.05, 8, 3, 5, 6, 0, 4, 1, 2, 7, 8, 3, 5, 6, 0, 4, 1, 2, 7
30, 9, 0.05, 0.05, 8, 3, 5, 6, 0, 4, 1, 2, 7, 8, 3, 5, 6, 7, 0, 4, 1, 2
31, 9, 0.05, 0.05, 8, 3, 5, 6, 7, 0, 4, 1, 2, 8, 3, 5, 6, 0, 4, 2, 1, 7
32, 9, 0.05, 0.05, 8, 3, 5, 6, 0, 4, 2, 1, 7, 8, 3, 5, 6, 0, 4, 2, 1, 7
33, 9, 0.05, 0.0625, 8, 3, 5, 6, 0, 4, 2, 1, 7, 8, 3, 5, 6, 4, 7, 1, 2, 0
34, 9, 0.0625, 0.07692307692307693, 8, 3, 5, 6, 4, 7, 1, 2, 0, 5, 8, 3, 6, 7, 4, 2, 0, 1
35, 9, 0.07692307692307693, 0.08333333333333333, 5, 8, 3, 6, 7, 4, 2, 0, 1, 8, 3, 5, 6, 7, 4, 1, 2, 0
36, 9, 0.08333333333333333, 0.08333333333333333, 8, 3, 5, 6, 7, 4, 1, 2, 0, 8, 3, 5, 6, 7, 4, 1, 2, 0
37, 9, 0.08333333333333333, 0.07142857142857142, 8, 3, 5, 6, 7, 4, 1, 2, 0, 8, 5, 3, 6, 7, 4, 1, 2, 0
38, 9, 0.08333333333333333, 0.1, 8, 3, 5, 6, 7, 4, 1, 2, 0, 5, 8, 3, 6, 7, 4, 2, 1, 0
39, 9, 0.1, 0.1, 5, 8, 3, 6, 7, 4, 2, 1, 0, 5, 8, 3, 6, 7, 4, 2, 1, 0
40, 9, 0.1, 0.1, 5, 8, 3, 6, 7, 4, 2, 1, 0, 5, 8, 3, 6, 7, 4, 2, 1, 0
41, 9, 0.1, 0.125, 5, 8, 3, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
42, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
43, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
44, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
45, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
46, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
47, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
48, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
49, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
50, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
51, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
52, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
53, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
54, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
55, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
56, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
57, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
58, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
59, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
60, 9, 0.125, 0.125, 8, 3, 5, 6, 7, 4, 2, 1, 0, 8, 3, 5, 6, 7, 4, 2, 1, 0
